locode,name,country_code,latitude,longitude,port_size,max_vessel_size,channel_depth_m,cargo_depth_m,teu_thousands,zone_code,wpi_id,function,status,active
CALNG,Langley,CA,,,,,,,,,,1-3-----,AS,1
CALDS,Lansdowne,CA,52.2167,-87.8833,,,,,,,,1-3-----,RL,1
CALB3,L'Anse-Ã -Beaufils,CA,48.4667,-64.3,,,,,,,,12---6--,RL,1
CAALO,L'Anse-au-Loup,CA,51.5167,-56.8333,,,,,,,,1-3-----,RL,1
CALZV,Lantzville,CA,49.25,-124.0833,,,,,,,,123-----,RL,1
CALVH,LaverlochÃ¨re,CA,47.4167,-79.2833,,,,,,,,123--6--,RL,1
CALMN,Leamington,CA,42.03,-82.6,Very Small,medium vessels,49.4,49.4,,NAE-CAN,3350,123-----,AS,1
CAQLE,Les Escoumins,CA,48.35,-69.4167,,,,,,,,1-3-----,RL,1
CAMHN,Les Mechins,CA,49.0,-66.9667,,,,,,,,1-3-----,RL,1
CALEV,LÃ©vis,CA,46.8,-71.1667,,,,,,,,1-------,AC,1
CALWP,Lewisporte,CA,49.2333,-55.0667,,,,,,,,1-3-----,AS,1
CAILS,L'Ãle-des-Soeurs (Nuns Island),CA,45.3,-74.0333,,,,,,,,1----6--,RL,1
CALIC,Little Current,CA,45.98,-81.93,Small,medium vessels,45.7,45.7,,,4140,1-------,AS,1
CALIN,Little Narrows,CA,,,,,,,,,,1-------,AS,1
CALIV,Liverpool,CA,53.445,-3.015,Major,large vessels,45.7,31.1,,EU-NEU,34690,1-------,AS,1
CALOB,Lobo,CA,43.0,-81.4167,,,,,,,,123-----,RL,1
CALCP,Lockeport,CA,43.7,-65.1167,,,,,,,,1-3-----,RL,1
CALMD,Lomond,CA,49.45,-57.7667,,,,,,,,1-3-----,RL,1
CALOH,Long Harbour,CA,47.4333,-53.8,,,,,,,,1-3-----,AS,1
CALOP,Long Pond,CA,48.0,-55.9167,,,,,,,,1-------,AS,1
CALOU,Louisbourg,CA,45.9167,-59.9833,Very Small,medium vessels,42.1,45.7,,NAE-CAN,6020,1-3-----,AS,1
CALWB,Lowbanks,CA,42.8667,-79.45,,,,,,,,123--6--,RL,1
CALAY,Lower Argyle,CA,43.7333,-65.8333,,,,,,,,1-3-----,AM,1
CALCV,Lower Cove,CA,48.5167,-59.0,,,,,,,,1-3-----,RL,1
CASKL,Lower Sackville,CA,46.5833,-41.7333,,,,,,,,1-3-----,RL,1
CALWH,Lower Woods Harbour,CA,43.5167,-65.7333,,,,,,,,123-----,RL,1
CALUN,Lunenburg,CA,,,,,,,,,,1-------,AS,1
CAMAB,Mabou,CA,46.0667,-61.3833,,,,,,,,1-3-----,RL,1
CAMTQ,Mactaquac,CA,,,,,,,,,,1-3-----,RQ,1
CAMGD,Magdalen Is,CA,,,,,,,,,,1-------,AS,1
CAMAG,Magog,CA,45.2667,-72.15,,,,,,,,1-3-----,AS,1
CAMHB,Mahone Bay,CA,,,,,,,,,,1-3-----,AS,1
CAMBR,Main Brook,CA,51.1833,-56.0167,,,,,,,,1-3-----,AS,1
CAMTI,Malartic,CA,48.1333,-78.1167,,,,,,,,1----6--,RL,1
CAMRI,Maple Ridge,CA,,,,,,,,,,1-------,AS,1
CAMAR,Marathon,CA,,,,,,,,,,1--4----,AS,1
CAYMH,Mary's Harbour,CA,52.3167,-55.8333,,,,,,,,1--4----,AI,1
CAMTN,Marystown,CA,47.1667,-55.1667,,,,,,,,1-3-----,AS,1
CAMSS,Masset,CA,,,,,,,,,,1--4----,AI,1
CAMNE,Matane,CA,48.85,-67.53,Very Small,medium vessels,42.1,38.4,,,1990,1--4----,AS,1
CAMFD,Meaford,CA,44.6,-80.6,Very Small,,53.0,53.0,,NAE-CAN,3880,1234----,RL,1
CAMDB,Meldrum Bay,CA,45.93,-83.12,Very Small,medium vessels,45.7,53.0,,,4180,1-------,AS,1
CAMEB,Menzies Bay,CA,,,,,,,,,,1-------,AS,1
CAMGH,Merigomish,CA,45.6167,-62.4167,,,,,,,,1-3-----,RL,1
CAMET,Meteghan,CA,,,,,,,,,,1-------,AS,1
CAMSW,Metiskow,CA,52.4,-110.6333,,,,,,,,1----6--,RL,1
CAMIH,Michipicoten,CA,47.97,-84.9,Very Small,medium vessels,45.7,49.4,,,5160,1-------,AS,1
CAMID,Midland,CA,44.75,-79.92,Small,medium vessels,45.7,45.7,,NAE-CAN,3940,1-3-----,RQ,1
CAMLK,Millbank,CA,47.05,-65.45,,,,,,,,1-------,RL,1
CAMNI,Milne Inlet Port,CA,71.8833,-80.9167,,,,,,,,1-------,RL,1
CAMYO,Mindemoya,CA,45.7333,-82.1667,,,,,,,,1-3-----,RL,1
CAMSV,Minesville,CA,44.6833,-63.3667,,,,,,,,1-3-----,RL,1
CAMTO,Minto,CA,46.0833,-66.0667,,,,,,,,1-3-----,RL,1
CAMIR,Miramichi,CA,,,,,,,,,,1-3-----,RL,1
CAMIB,Mission,CA,49.1333,-122.3,Very Small,,,53.0,,NAW-CAN,18140,123-----,RL,1
CAMNT,Moncton,CA,,,,,,,,,,1--4----,AC,1
CAMOL,Mont-Louis,CA,49.2167,-65.75,,,,,,,,1-------,AS,1
CAMTR,Montreal,CA,45.52,-73.55,Large,large vessels,34.7,38.4,1350,NAE-CAN,2235,1--45---,AS,1
CAMRE,MontrÃ©al-Est,CA,45.6333,-73.5,,,,,,,,123-----,RL,1
CAMOU,Moosonee,CA,,,,,,,,,,1--4----,AI,1
CAMOB,Morrisburg,CA,,,,,,,,,,1-------,AS,1
CAYMD,Mould Bay,CA,76.2333,-119.35,,,,,,,,1--4----,AI,1
CAMUL,Mulgrave,CA,,,,,,,,,,1-------,AS,1
CAMUS,Musquodoboit Harbour,CA,44.7833,-63.1333,Very Small,medium vessels,56.7,49.4,,NAE-CAN,6330,1-------,RL,1
CANAI,Nain,CA,56.55,-61.6833,,,,,,,,1-34----,AI,1
CANAK,Nakusp,CA,50.2333,-117.8,,,,,,,,123-----,RL,1
CANNO,Nanaimo,CA,49.17,-123.93,Small,,20.1,34.7,,,18520,1--4----,AS,1
CANVK,Nanisivik,CA,,,,,,,,,,1--4----,AS,1
CANNE,Nanoose Bay,CA,,,,,,,,,,1-3-----,RL,1
CANAN,Nanticoke,CA,42.8,-80.0667,,,,,,,,1-3-----,AS,1
CANMT,Naramata,CA,49.6,-119.5833,,,,,,,,123-----,RL,1
CANS3,Neil's Harbour,CA,46.25,-60.55,,,,,,,,1-3-----,RL,1
CANLS,Nelson,CA,49.4833,-117.3,Small,large vessels,45.7,42.1,,OC-OCE,55290,123-----,RL,1
CANGL,New Glasgow,CA,,,,,,,,,,1-------,AS,1
CANRC,New Richmond,CA,,,,,,,,,,12-4----,AS,1
CANWE,New Westminster,CA,49.22,-122.87,Very Small,medium vessels,,42.1,,NAW-CAN,18110,1-------,AS,1
CANCT,Newcastle,CA,39.65,-75.57,Very Small,large vessels,42.1,53.0,,,8030,1-------,AS,1
CAEWT,Newton,CA,49.9333,-98.0667,,,,,,,,123-----,RL,1
CANIA,Niagara Falls,CA,,,,,,,,,,1234----,AS,1
CANOL,Niagara-on-the-Lake,CA,43.25,-79.0667,Very Small,medium vessels,53.0,53.0,,NAE-CAN,3220,1-3-----,AS,1
CANCV,Norman's Cove,CA,47.55,-53.6667,,,,,,,,1-3-----,RL,1
CANAF,North Arm Fraser,CA,,,,,,,,,,1-------,AS,1
CANRB,North Bend,CA,49.8833,-121.4667,Very Small,,42.1,42.1,,,16750,1----6--,RL,1
CANSY,North Sydney,CA,46.22,-60.25,Small,large vessels,34.7,38.4,,,5990,1-------,AS,1
CANDL,Notre-Dame-de-Lourdes,CA,49.5333,-98.55,,,,,,,,1----6--,RL,1
CANBC,Notre-Dame-du-Bon-Conseil,CA,46.0,-72.35,,,,,,,,1-3-----,RL,1
CAOAJ,Oakville,CA,49.9167,-98.0,Very Small,medium vessels,56.7,53.0,,,3020,123-----,RL,1
CAOAK,Oakville,CA,43.43,-79.67,Very Small,medium vessels,56.7,53.0,,,3020,1--4----,AS,1
CAOFA,Ocean Falls,CA,,,,,,,,,,1--4----,AI,1
CAODE,Odessa,CA,44.2667,-76.7167,,,,,,,,1-3-----,RL,1
CAOVR,Oliver,CA,49.1667,-119.55,,,,,,,,1234----,RL,1
CAOLS,OrlÃ©ans,CA,45.45,-75.5333,,,,,,,,1-3-----,RL,1
CAOSH,Oshawa,CA,43.87,-78.82,Small,medium vessels,42.1,45.7,,,2980,1--4----,AS,1
CAOTT,Ottawa,CA,45.43,-75.7,Small,,56.7,53.0,,,2520,1--4----,AC,1
CAOWS,Owen Sound,CA,44.58,-80.93,Small,large vessels,45.7,45.7,,,3860,1-34----,AS,1
CAPNT,Pangnirtung,CA,66.13,-65.75,Very Small,,5.5,,,,1040,1-------,AS,1
CAPAR,Parrsboro,CA,,,,,,,,,,123-----,RL,1
CAPRS,Parry Sound,CA,45.33,-80.03,Small,large vessels,42.1,45.7,,,4030,1--4----,AS,1
CAPAS,Paspebiac,CA,,,,,,,,,,1-------,AS,1
CAPTB,Patricia Bay,CA,,,,,,,,,,1-------,AS,1
CAPEH,Pender Harbour,CA,,,,,,,,,,1--4----,AS,1
CAPTH,Penetanguishene,CA,44.7667,-79.9333,Small,medium vessels,45.7,45.7,,NAE-CAN,3940,1-3-----,RQ,1
CAPHL,Philipsburg,CA,45.0333,-73.0667,,,,,,,,1-3--6--,RL,1
CAPIC,Picton,CA,44.02,-77.13,Very Small,medium vessels,56.7,56.7,,NAE-CAN,2880,1-------,AS,1
CAPTO,Pictou,CA,45.67,-62.72,Small,medium vessels,45.7,45.7,,,5800,1-------,AS,1
CAPSV,Pleasantville,CA,44.3333,-64.4333,,,,,,,,1-3-----,RL,1
CAPHM,PohÃ©nÃ©gamook,CA,47.4833,-69.2833,,,,,,,,123-----,RL,1
CAPEW,Point Edward,CA,43.0,-82.4,Small,large vessels,45.7,45.7,,NAE-CAN,3710,123--6--,RL,1
CAPTU,Point Tupper,CA,45.6,-61.3667,Very Small,large vessels,49.4,38.4,,NAE-CAN,5870,1-3-----,RL,1
CAPPC,Pointe au Pic,CA,,,,,,,,,,1-------,AS,1
CAPNO,Pointe Noire,CA,50.15,-66.4833,Small,large vessels,5.5,27.4,,NAE-CAN,1957,1-------,RL,1
CAPOP,Pointe-au-Pic,CA,,,,,,,,,,1-------,AS,1
CAPAQ,Pointe-aux-Basques,CA,,,,,,,,,,1-------,AS,1
CAPXT,Pointe-aux-Trembles,CA,45.65,-73.4833,,,,,,,,1-3-----,AS,1
CAPOI,Pointe-Claire,CA,45.4333,-73.7333,,,,,,,,1-3-----,RL,1
CAPFT,Pointe-Fortune,CA,45.5667,-74.3667,Very Small,,56.7,56.7,,NAE-CAN,2350,1-3-----,RL,1
CAESX,Point-Escuminac,CA,,,,,,,,,,1----6--,RL,1
CAPDI,Pond Inlet,CA,72.75,-76.75,Minor,,5.5,,,,1020,1--4----,AS,1
CAPAB,Port Alberni,CA,49.23,-124.82,Small,large vessels,5.5,31.1,,,18730,1--4----,AS,1
CAPAC,Port Alice,CA,50.38,-127.45,Small,large vessels,5.5,38.4,,,18820,1-------,AS,1
CAPOA,Port Arthur,CA,29.83,-93.97,Minor,large vessels,34.7,34.7,,,9080,1-------,AS,1
CAPAP,Port au Port,CA,48.55,-58.7167,,,,,,,,1-3-----,RL,1
CAPCO,Port Colborne,CA,42.88,-79.25,Small,large vessels,42.1,42.1,,,3250,1-------,AS,1
CAPCR,Port Credit,CA,43.55,-79.58,Very Small,large vessels,56.7,42.1,,,3010,1-------,AS,1
CAPDV,Port Dover,CA,42.78,-80.2,Very Small,medium vessels,56.7,56.7,,,3270,123-----,RL,1
CAPTE,Port Edward,CA,,,,,,,,,,1-------,AS,1
CAPEL,Port Elgin,CA,46.0333,-64.0833,Very Small,medium vessels,53.0,56.7,,,3750,123-----,RL,1
CAPHY,Port Hardy,CA,50.72,-127.48,Very Small,medium vessels,5.5,45.7,,,18840,1--4----,AS,1
CAPHW,Port Hawkesbury,CA,45.62,-61.37,Very Small,large vessels,49.4,38.4,,NAE-CAN,5870,1--4----,AS,1
CAOPE,Port Hope,CA,43.95,-82.7,Very Small,large vessels,56.7,56.7,,,4380,1-34----,AS,1
CAPMA,Port McNeill,CA,50.5833,-127.1,Very Small,medium vessels,34.7,45.7,,NAW-CAN,18872,1--4----,AI,1
CAPML,Port Mellon,CA,49.52,-123.48,Very Small,medium vessels,38.4,38.4,,,18235,1-------,AS,1
CAPMO,Port Moody/Vancouver,CA,,,,,,,,,,123-----,RL,1
CAPNE,Port Nelson,CA,,,,,,,,,,1-------,RL,1
CAPRP,Port Perry,CA,,,,,,,,,,1-3-----,RQ,1
CAPSI,Port Simpson,CA,54.57,-130.43,Very Small,large vessels,23.8,38.4,,,18960,1-------,AS,1
CAPST,Port Stanley,CA,42.67,-81.2,Very Small,medium vessels,49.4,49.4,,,3310,1-------,AS,1
CAPWE,Port Weller,CA,43.2167,-79.2167,Small,large vessels,42.1,42.1,,NAE-CAN,3070,1-3-----,RL,1
CAPAF,Port-Alfred,CA,48.3333,-70.8833,Small,large vessels,38.4,34.7,,NAE-CAN,2110,123-----,AS,1
CAPCA,Port-Cartier,CA,50.0167,-66.8667,Very Small,large vessels,23.8,27.4,,,1958,1-------,AS,1
CAPDL,Port-Daniel,CA,48.1833,-64.9833,,,,,,,,1-3-----,RL,1
CAGPD,Port-Daniel - Gascons,CA,48.1667,-64.9167,,,,,,,,1-------,RL,1
CAPME,Port-Menier,CA,49.8167,-64.35,,,,,,,,1--4----,AI,1
CAPTN,Portneuf,CA,,,,,,,,,,1-------,AS,1
CAPOU,Pouce Coupe,CA,,,,,,,,,,1-3-----,RQ,1
CAPOW,Powell River,CA,49.87,-124.53,Small,large vessels,38.4,42.1,,,18340,1--4----,AS,1
CACQ5,Preissac,CA,48.4,-78.3667,,,,,,,,1-3-----,RL,1
CAPRE,Prescott,CA,,,,,,,,,,1--4----,AS,1
CAVOS,PrÃ©vost,CA,45.8667,-74.0833,,,,,,,,1----6--,RL,1
CAPRG,Prince George,CA,,,,,,,,,,1--4----,AS,1
CAPRR,Prince Rupert,CA,54.32,-130.33,Medium,large vessels,5.5,34.7,,NAW-CAN,18950,1--4----,AS,1
CAPPT,Prospect,CA,44.4667,-63.7833,,,,,,,,1-3-----,RL,1
CAPUG,Pugwash,CA,,,,,,,,,,1-------,AS,1
CAQTS,Quatsino,CA,,,,,,,,,,1-------,AS,1
CAQUE,Quebec,CA,46.82,-71.22,Minor,large vessels,34.7,23.8,,NAE-CAN,2180,1--4----,AS,1
CAQCH,Queen Charlotte,CA,53.25,-132.0667,Very Small,large vessels,,45.7,,NAW-CAN,19050,1-3-----,RQ,1
CARAM,Ramea,CA,47.5167,-57.4167,,,,,,,,1-3-----,AS,1
CARIT,Rankin Inlet,CA,62.8167,-92.0667,,,,,,,,1-3-----,RL,1
CARBY,Red Bay,CA,51.7333,-56.4167,,,,,,,,1-3-----,RQ,1
CARRC,Red Rock,CA,48.95,-88.2833,,,,,,,,123-----,RQ,1
CAREB,Resolute Bay,CA,74.68,-95.9,Very Small,,31.1,,,,20520,1--4----,AS,1
CARIM,Rimouski,CA,48.45,-68.52,Small,medium vessels,49.4,45.7,,,2030,1--4----,AS,1
CARDL,RiviÃ¨re-du-Loup,CA,47.8333,-69.5333,Small,medium vessels,56.7,53.0,,NAE-CAN,2150,1234----,AS,1
CAROA,Roaches Line,CA,,,,,,,,,,1-3-----,RQ,1
CARTB,Robert's Bank,CA,49.0667,-123.1667,,,,,,,,1-3-----,RL,1
CARSV,Robertsonville,CA,46.1333,-71.2167,,,,,,,,123--6--,RL,1
CARBN,Robinsons,CA,48.25,-58.7833,,,,,,,,1-------,RQ,1
CAGNN,Rockport,CA,44.55,-76.2667,Very Small,medium vessels,56.7,56.7,,,7200,1-------,RQ,1
CARCD,Rockwood,CA,43.6167,-80.1333,,,,,,,,1-3-----,RL,1
CAABR,Rocky View County,CA,51.1833,-113.9333,,,,,,,,1-3-----,RL,1
CAROD,Roddickton,CA,50.85,-56.1167,,,,,,,,1-3-----,AS,1
CARPO,Rossport,CA,48.8333,-87.5167,,,,,,,,123--6--,RL,1
CARUI,Rupert Inlet,CA,,,,,,,,,,1-------,AS,1
CARUS,Ruskin,CA,,,,,,,,,,123-----,RL,1
CASAG,Saguenay,CA,48.4167,-71.0667,Small,medium vessels,49.4,31.1,,NAE-CAN,2130,1-3-----,AA,1
CAS8A,Saint Albert,CA,53.6333,-113.6333,,,,,,,,1-------,RL,1
CASAD,Saint-Andrews,CA,,,,,,,,,,1-------,AS,1
CASKE,Saint-Anne-de-Kent,CA,,,,,,,,,,1-3-----,RQ,1
CASAT,Saint-Anthony,CA,51.3833,-55.6,,,,,,,,1-34----,AI,1
CASTD,Saint-Armand,CA,45.0167,-73.0333,,,,,,,,1-3-----,RL,1
CASAU,Saint-Augustin,CA,51.2333,-58.65,,,,,,,,1-------,RL,1
CASBD,Saint-Bernard,CA,,,,,,,,,,1-3-----,RQ,1
CAQCS,Saint-Bernard-de-Michaudville,CA,,,,,,,,,,1-3-----,RQ,1
CABOJ,Saint-Bruno-Lac-Saint-Jean,CA,48.4667,-71.6667,,,,,,,,1-------,RL,1
CASCA,Saint-Catharines,CA,43.1667,-79.2333,Very Small,large vessels,38.4,45.7,,NAE-CAN,3095,1234----,AS,1
CAZCR,Saint-Charles-sur-Richelieu,CA,45.6833,-73.1833,,,,,,,,1-3--6--,RL,1
CASCP,Saint-Christophe-d'Arthabaska,CA,46.0333,-71.9167,,,,,,,,1----6--,RQ,1
CASDN,Saint-Damien-de-Brandon,CA,46.3333,-73.4833,,,,,,,,1-3--6--,RL,1
CADDS,Saint-Davids,CA,,,,,,,,,,1-3-----,RQ,1
CASDM,Sainte-Anne-des-Monts,CA,49.1167,-66.4833,,,,,,,,1-3-----,RL,1
CASCT,Sainte-Catherine,CA,45.4,-73.5833,,,,,,,,1-3--6--,RL,1
CASFI,Sainte-Famille,CA,46.9667,-70.9667,,,,,,,,1-3-----,RL,1
CAMGT,Sainte-Marguerite,CA,,,,,,,,,,1-3-----,RQ,1
CASEU,Saint-Eustache,CA,45.5667,-73.9,,,,,,,,123-----,RL,1
CASVD,Sainte-Victoire-de-Sorel,CA,46.0,-73.1667,,,,,,,,1----6--,RQ,1
CAST3,Saint-FÃ©lix-de-Kingsey,CA,45.8,-72.1833,,,,,,,,1-3-----,RL,1
CASFX,Saint-FÃ©lix-de-Valois,CA,46.1667,-73.4,,,,,,,,123-----,RL,1
CASFR,Saint-FranÃ§ois-du-Lac,CA,46.0667,-72.8333,,,,,,,,123-----,RL,1
CAW4C,Saint-GÃ©dÃ©on,CA,48.4833,-71.7833,,,,,,,,1----6--,RL,1
CASID,Saint-Isidore,CA,,,,,,,,,,1-3-----,RQ,1
CAXZC,Saint-Isidore d'Auckland,CA,45.2667,-71.5167,,,,,,,,1-3-----,RL,1
CASJB,Saint-John,CA,45.2667,-66.0667,Medium,large vessels,42.1,34.7,,NAE-CAN,6550,1-34-6--,AS,1
CASJF,Saint-John's,CA,47.5667,-52.7333,Small,large vessels,34.7,20.1,,NAE-CAN,1670,1-3-----,AS,1
CAXJH,Saint-Joseph-de-Beauce,CA,46.3,-70.8667,,,,,,,,123--6--,RL,1
CASLT,Saint-Lambert,CA,45.4833,-73.5,,,,,,,,1-3-----,AS,1
CASLW,Saint-Lawrence,CA,46.9,-55.4,,,,,,,,1-3-----,AS,1
CASMS,Saint-Marys,CA,46.9167,-53.5833,,,,,,,,1-3-----,AS,1
CASPA,Saint-Pascal,CA,47.5333,-69.8,,,,,,,,123-----,RL,1
CASRS,Saint-Peters,CA,45.65,-60.8667,,,,,,,,1-3-----,RQ,1
CASPI,Saint-Pierre,CA,45.45,-73.6333,Very Small,,27.4,56.7,,,47700,123--6--,RL,1
CAPDO,Saint-Pierre-de-l'Ãle-d'OrlÃ©ans,CA,,,,,,,,,,1-3-----,RQ,1
CASRA,Saint-Roch-de-l'Achigan,CA,45.85,-73.5833,,,,,,,,1-3-----,RQ,1
CASRO,Saint-Romuald-d'Etchemin,CA,46.75,-71.2333,,,,,,,,1-3-----,AS,1
CASST,Saint-Shotts,CA,46.6333,-53.6,,,,,,,,1-3-----,RL,1
CASTS,Saint-Stephen,CA,,,,,,,,,,1-------,AS,1
CASTH,Saint-Thomas,CA,,,,,,,,,,12-4----,AS,1
CAZTI,Saint-Tite,CA,46.7333,-72.5667,,,,,,,,123--6--,RL,1
CASZT,Saint-Zotique,CA,45.2333,-74.25,Very Small,,56.7,56.7,,NAE-CAN,2570,1----6--,RL,1
CASSP,Sandspit,CA,,,,,,,,,,1--4----,AS,1
CASBH,Sandy Beach,CA,48.8167,-64.4167,,,,,,,,1-3-----,RL,1
CASF2,Sanford,CA,49.6667,-97.4333,,,,,,,,1-------,RL,1
CASNI,Sarnia,CA,42.98,-82.42,Small,large vessels,49.4,45.7,,NAE-CAN,3700,1--4----,AS,1
CASSM,Sault-Sainte-Marie,CA,,,,,,,,,,1--4----,AS,1
CASYW,Sayward,CA,50.35,-125.9167,,,,,,,,1-3-----,RL,1
CASED,Sedgewick,CA,52.7667,-111.6833,,,,,,,,12------,RL,1
CASEM,Seldom,CA,49.6,-54.1667,,,,,,,,1-3-----,AS,1
CASEL,Selkirk,CA,,,,,,,,,,1-3-----,AS,1
CASEI,Sept-Iles,CA,50.2,-66.3833,Minor,large vessels,34.7,20.1,,NAE-CAN,1955,1--4----,AS,1
CASEB,Seven Islands Bay,CA,59.4167,-63.75,,,,,,,,1-------,AS,1
CANON,Shannon,CA,,,,,,,,,,1-3-----,RQ,1
CASHV,Shannonville,CA,,,,,,,,,,1-3-----,RQ,1
CASNV,Shaunavon,CA,49.65,-108.4,,,,,,,,1-3-----,RL,1
CASHE,Shediac,CA,,,,,,,,,,1-------,AS,1
CASHH,Sheet Harbour,CA,44.9333,-62.5333,,,,,,,,1-3-----,AS,1
CASBU,Shelburne,CA,,,,,,,,,,1-------,AS,1
CASLB,Shelburne,CA,44.0667,-80.2,,,,,,,,123-----,RL,1
CASHP,Shippegan,CA,47.75,-64.7,Very Small,medium vessels,49.4,53.0,,,5620,1-------,AS,1
CASIO,Sicamous,CA,50.8333,-118.9833,,,,,,,,123-----,RL,1
CASDY,Sidney,CA,48.65,-123.38,Very Small,large vessels,,49.4,,,18660,1-------,AS,1
CASIC,Simcoe,CA,,,,,,,,,,1-------,AC,1
CASOM,Sombra,CA,42.72,-82.48,Very Small,medium vessels,45.7,53.0,,,3660,1-------,AS,1
CASOO,Sooke,CA,,,,,,,,,,1-------,AS,1
CASOR,Sorel,CA,46.05,-73.12,Small,large vessels,34.7,38.4,,,2220,1-------,AS,1
CAST6,Sorel-Tracy,CA,,,,,,,,,,1----6--,RL,1
CASOU,Souris,CA,,,,,,,,,,1-------,AS,1
CASPN,Spaniards Bay,CA,47.6167,-53.3,,,,,,,,123-----,RL,1
CASLK,Split Lake,CA,56.25,-96.1,,,,,,,,1-3-----,RL,1
CASPR,Spragge,CA,,,,,,,,,,1-------,AS,1
CASPD,Springdale,CA,49.4833,-56.1,,,,,,,,1-3-----,AS,1
CASQA,Squamish,CA,49.68,-123.15,Very Small,large vessels,42.1,34.7,,NAW-CAN,18210,1--4----,AS,1
CASTV,Stephenville,CA,48.55,-58.5667,Very Small,large vessels,38.4,42.1,,NAE-CAN,1810,1-34----,AS,1
CASTW,Stewart,CA,55.93,-130.0,Very Small,large vessels,,42.1,,,18980,1--4----,AS,1
CASTK,Stockton,CA,49.5833,-99.45,Small,large vessels,42.1,34.7,,NAW-USA,16520,1----6--,RQ,1
CASTC,Stoney Creek,CA,,,,,,,,,,1-3-----,AS,1
CASYI,Stoney Island,CA,43.4667,-65.5667,,,,,,,,1-3-----,RL,1
CASMT,Stormont,CA,45.2167,-61.7333,Very Small,,20.1,49.4,,NAE-CAN,6190,1-3-----,RL,1
CASUD,Sudbury,CA,,,,,,,,,,1--4----,AS,1
CASUM,Summerside,CA,46.4,-63.78,Small,large vessels,45.7,45.7,,,5770,1--4----,AS,1
CASUY,Surrey,CA,,,,,,,,,,1-------,AS,1
CASYD,Sydney,CA,46.15,-60.2,Minor,large vessels,34.7,34.7,,,6000,1--4----,AS,1
CASYL,Sylvan Lake,CA,52.3167,-114.0833,,,,,,,,123--6--,RL,1
CATAD,Tadoussac,CA,,,,,,,,,,1-------,AS,1
CAPTA,Tahsis,CA,49.92,-126.67,Very Small,large vessels,5.5,34.7,,,18805,1--4----,AS,1
CATAS,Tasu,CA,,,,,,,,,,1--4----,AI,1
CATEX,Texada Island,CA,,,,,,,,,,1-------,AS,1
CATHA,Thamesford,CA,43.05,-80.9833,,,,,,,,123--6--,RL,1
CATWN,Thawwassen,CA,49.0,-123.0667,,,,,,,,1-3-----,RL,1
CATTL,Thetis Island,CA,48.9833,-123.6833,,,,,,,,1-3-----,RL,1
CATBY,Thornbury,CA,44.55,-80.45,Very Small,medium vessels,53.0,53.0,,NAE-CAN,3890,1----6--,RQ,1
CATHL,Thornhill,CA,,,,,,,,,,1-3-----,AS,1
CATHD,Thorold,CA,43.08,-79.72,Small,large vessels,42.1,42.1,,,3092,1-3-----,AS,1
CATHH,Three Hills,CA,51.7,-113.2667,,,,,,,,123--6--,RL,1
CATHU,Thunder Bay,CA,48.4,-89.23,Minor,large vessels,45.7,45.7,,NAE-CAN,5210,1--4----,AS,1
CATLB,Tilbury Is,CA,,,,,,,,,,1-------,AS,1
CATCV,Tilt Cove,CA,49.8833,-55.6167,,,,,,,,1-------,RL,1
CATNG,Tingwick,CA,,,,,,,,,,1-3-----,RQ,1
CATOR,Toronto,CA,43.62,-79.38,Minor,large vessels,42.1,42.1,,NAE-CAN,3000,1--45---,AS,1
CATRC,Tracy,CA,,,,,,,,,,1-------,AS,1
CATTC,Trenton,CA,42.13,-83.17,Very Small,medium vessels,42.1,42.1,,,3580,1--4----,AS,1
CATJN,Tring Jonction,CA,46.2667,-71.0,,,,,,,,1-3--6--,RL,1
CATRB,Trinity Bay,CA,,,,,,,,,,1-------,AS,1
CATRO,Trochu,CA,51.8333,-113.2333,,,,,,,,123--6--,RL,1
CATRR,Trois-Rivieres (Three Rivers),CA,,,,,,,,,,1--4----,AS,1
CATUK,Tuktoyaktuk,CA,69.45,-133.0,Very Small,,53.0,53.0,,,20491,1--4----,AS,1
CATWI,Twillingate,CA,49.65,-54.75,,,,,,,,1-3-----,RL,1
CAUCL,Ucluelet,CA,48.9333,-125.5167,Very Small,medium vessels,56.7,45.7,,NAW-CAN,18760,1----6--,RL,1
CAUPT,Upton,CA,45.6333,-72.6833,,,,,,,,123--6--,RL,1
CAVLF,Valleyfield,CA,45.25,-74.1333,,,,,,,,1-3-----,AS,1
CAVND,Vananda,CA,,,,,,,,,,1-------,AS,1
CAVAN,Vancouver,CA,45.63,-122.68,Minor,large vessels,31.1,34.7,,,16950,1--45---,AS,1
CAVCH,VerchÃ¨res,CA,45.7667,-73.35,,,,,,,,1-------,AS,1
CAVIC,Victoria,CA,48.4333,-123.35,Minor,large vessels,20.1,31.1,,NAW-CAN,18670,1--4----,AS,1
CAVIH,Victoria Harbour,CA,44.75,-79.7667,Very Small,medium vessels,49.4,56.7,,NAE-CAN,3980,1-3-----,RQ,1
CAVOB,Voisey's Bay,CA,56.25,-61.85,,,,,,,,1-------,RL,1
CAWAL,Wallaceburg,CA,,,,,,,,,,123-----,AS,1
CAWTN,Walton,CA,45.2167,-64.0167,,,,,,,,1-3-----,RL,1
CAWAI,Watson Is,CA,,,,,,,,,,1-------,AS,1
CAWEL,Welland,CA,43.0,-79.25,Small,large vessels,42.1,45.7,,NAE-CAN,3090,1-------,AS,1
